"Media ID","Title","Sort title","Studio","Content Rating","Year","Rating","Summary","Genres","View Count","Last Viewed at","Tagline","Release Date","Writers","Country","Duration","Directors","Roles","Audience Rating","User Rating"
"24995","The Day After","Day After","ABC Circle Films","N/A","1983","6.9","In the mid-1980s, the U.S. is poised on the brink of nuclear war. This shadow looms over the residents of a small town in Kansas as they continue their daily lives. Dr. Russell Oakes maintains his busy schedule at the hospital, Denise Dahlberg prepares for her upcoming wedding, and Stephen Klein is deep in his graduate studies. When the unthinkable happens and the bombs come down, the town's residents are thrust into the horrors of nuclear winter.","Drama - Science Fiction","N/A","N/A","They told us it would be impossible to make this movie. They told us it would be impossible for you to watch it. We hope nothing is impossible.","1983-11-20","Edward Hume","USA","2:06:50","Nicholas Meyer","Alston Ahern - Amy Madigan - Antonie Becker","N/A","N/A"
"7633","Despicable Me","Despicable Me","Universal Pictures","TV-PG","2010","8.1","Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.","Animation - Family - Comedy","N/A","N/A","Superbad. Superdad.","2010-07-08","Ken Daurio - Cinco Paul","USA","1:34:49","Pierre Coffin - Chris Renaud","Al Rodrigo - Charles Bright - Chris Renaud","8.2","N/A"
"24856","Doc Martin","Doc Martin","N/A","N/A","2001","7.0","Doc Martin tells the tale of Martin Clunes' character in the film, in the months leading up to the Saving Grace story. Martin Bamford is a heart-broken London obstetrician, in a jealous rage after he finds out that his wife has been sleeping with three of his buddies. He escapes to a small Cornish fishing village, which he grows surprisingly attached to, and is extremely reluctant to return with his cheating wife when she comes to pick him up. Although he has only been looking for a week's R & R, Dr Bamford stumbles across a network of secrets in the village of Port Isaac, and finds himself embroiled in the most exciting scandal the village has seen for centuries.","Comedy - Drama","N/A","N/A","N/A","2001-01-01","Simon Mayle","United Kingdom","1:25:50","Ben Bolt","Mark Heap - Martin Clunes","N/A","N/A"
"24857","Doc Martin and the Legend of the Cloutie","Doc Martin and the Legend of the Cloutie","N/A","N/A","2003","5.8","Doctor Bamford has had enough of village life and is desperate for some distance from inquisitive Cornish neighbours. When the local estate agent shows him Tregunnt Farm # derelict and miles from anywhere # it's love at first sight. But the Bowden family from London also have their eye on the property with a view to developing the surrounding land into ugly holiday cottages. After being gazumped, the Doc decides to try and spook the family into leaving by pretending to be the Beast of Bodmin.","Comedy - Drama","N/A","N/A","N/A","2003-04-30","N/A","United Kingdom","1:15:08","N/A","Mark Heap - Martin Clunes","N/A","N/A"
"20914","A Dog's Purpose","Dog's Purpose","Universal Pictures","PG","2017","3.5","A dog goes on quest to discover his purpose in life over the course of several lifetimes with multiple owners.","Fantasy - Drama","N/A","N/A","Every dog happens for a reason.","2017-01-19","Cathryn Michon - W. Bruce Cameron","US","1:40:02","Lasse Hallström","Aidan Ritchie - Alicia Johnston - Andrew W. Nolan","7.5","N/A"
"3790","Downfall","Downfall","Degeto Film","R","2004","8.3","In April of 1945, Germany stands at the brink of defeat with the Russian Army closing in from the east and the Allied Expeditionary Force attacking from the west. In Berlin, capital of the Third Reich, Adolf Hitler proclaims that Germany will still achieve victory and orders his generals and advisers to fight to the last man. When the end finally does come, and Hitler lies dead by his own hand, what is left of his military must find a way to end the killing that is the Battle of Berlin, and lay down their arms in surrender.","Biography - History - Drama","N/A","2017-10-21","April 1945, a nation awaits its...Downfall","2004-09-08","Joachim Fest - Traudl Junge - Melissa Müller","Austria","2:35:45","Oliver Hirschbiegel","Bruno Ganz - Alexandra Maria Lara - Corinna Harfouch","N/A","N/A"
"21099","Dr. Dolittle 2","Dr. Dolittle 2","Twentieth Century Fox Film Corporation","PG","2001","4.2","Dr. John Dolittle the beloved doctor is back, but this time around he plays cupid to bumbling circus bear Archie as he's so smitten by a Pacific Western bear female, Ava. Dr. Dolittle must help a group of forest creatures to save their forest. But with the aid of his mangy, madcap animal friends, Dr. Dolittle must teach Archie the ways of true romance in time to save his species and his home before their habit is gone. So John held a meeting for every animal in the forest to not give up without a fight no matter what kind of animal expression they have and everyone agrees to do it and save their home.","Comedy - Family","N/A","N/A","The doctor is in again.","2001-06-22","Larry Levin","US","1:27:27","Steve Carr","Adam Vernier - Andy Dick - Andy Richter","2.6","N/A"
"20207","Due Date","Due Date","Legendary Pictures","R","2010","4.0","Peter Highman must scramble across the US in five days to be present for the birth of his first child. He gets off to a bad start when his wallet and luggage are stolen, and put on the 'no-fly' list. Peter embarks on a terrifying journey when he accepts a ride from an actor.","Drama - Comedy","N/A","N/A","Leave Your Comfort Zone","2010-11-04","Todd Phillips - Adam Sztykiel","US","1:35:14","Todd Phillips","Bobby Tisdale - Brody Stevens - Charlie Sheen","5.2","N/A"
"21012","Easy Rider","Easy Rider","Columbia Pictures","R","1969","8.9","A cross-country trip to sell drugs puts two hippie bikers on a collision course with small-town prejudices.","Adventure - Drama","N/A","N/A","A man went looking for America and couldn’t find it anywhere...","1969-05-07","Dennis Hopper - Peter Fonda","US","1:35:32","Dennis Hopper","Peter Fonda - Dennis Hopper - Antonio Mendoza","8.2","N/A"
"9919","The Empire Strikes Back","Empire Strikes Back","Lucasfilm","PG","1980","9.4","The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.","Sci-Fi - Adventure - Action","N/A","N/A","The Adventure Continues...","1980-05-17","Leigh Brackett - Lawrence Kasdan","US","2:07:21","Irvin Kershner","Alan Austen - Alan Flyng - Alan Harris","9.7","N/A"
"3980","Enchanted","Enchanted","Walt Disney Pictures","PG","2007","9.3","The beautiful princess Giselle is banished by an evil queen from her magical, musical animated land and finds herself in the gritty reality of the streets of modern-day Manhattan. Shocked by this strange new environment that doesn't operate on a ""happily ever after"" basis, Giselle is now adrift in a chaotic world badly in need of enchantment. But when Giselle begins to fall in love with a charmingly flawed divorce lawyer who has come to her aid - even though she is already promised to a perfect fairy tale prince back home - she has to wonder: Can a storybook view of romance survive in the real world?","Family - Musical - Comedy","N/A","N/A","This fairytale princess is about to meet a real Prince Charming","2007-11-20","Bill Kelly","USA","1:47:28","Kevin Lima","Amy Adams - Courtney Williams - Emma Rose Lima","8.0","N/A"
"2578","Escape from the Planet of the Apes","Escape from the Planet of the Apes","Twentieth Century Fox Film Corporation","G","1971","7.8","The world is shocked by the appearance of two talking chimpanzees, who arrived mysteriously in a U.S. spacecraft. They become the toast of society; but one man believes them to be a threat to the human race.","Sci-Fi - Action","N/A","N/A","Meet baby Milo who has Washington terrified.","1971-05-20","Paul Dehn","USA","1:37:32","Don Taylor","Roddy McDowall - Kim Hunter - Bradford Dillman","5.3","N/A"
"21052","Fantastic 4: Rise of the Silver Surfer","Fantastic 4: Rise of the Silver Surfer","Ingenious Film Partners","PG-13","2007","3.7","The Fantastic Four return to the big screen as a new and all powerful enemy threatens the Earth. The seemingly unstoppable 'Silver Surfer', but all is not what it seems and there are old and new enemies that pose a greater threat than the intrepid superheroes realize.","Action - Adventure","N/A","N/A","Discover the secret of the Surfer.","2007-06-13","Don Payne - Mark Frost","US","1:31:52","Tim Story","Ioan Gruffudd - Jessica Alba - Chris Evans","5.1","N/A"
"21051","Fantastic Four","Fantastic Four","Twentieth Century Fox Film Corporation","PG-13","2005","2.7","During a space voyage, four scientists are altered by cosmic rays: Reed Richards gains the ability to stretch his body; Sue Storm can become invisible; Johnny Storm controls fire; and Ben Grimm is turned into a super-strong … thing. Together, these ""Fantastic Four"" must now thwart the evil plans of Dr. Doom and save the world from certain destruction.","Action - Adventure","N/A","N/A","4 times the action. 4 times the adventure. 4 times the fantastic.","2005-06-29","Mark Frost - Michael France","US","1:45:54","Tim Story","Andrew Airlie - Chris Evans - David Parker","4.5","N/A"
"20575","Finding Nemo","Finding Nemo","Pixar Animation Studios","G","2003","9.9","Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.","Animation - Family","N/A","N/A","There are 3.7 trillion fish in the ocean. They're looking for one.","2003-05-30","Andrew Stanton - Bob Peterson","US","1:40:33","Andrew Stanton","Albert Brooks - Ellen DeGeneres - Alexander Gould","8.6","N/A"
"19596","Florence Foster Jenkins","Florence Foster Jenkins","BBC Films","PG-13","2016","6.7","The story of Florence Foster Jenkins, a New York heiress, who dreamed of becoming an opera singer, despite having a terrible singing voice.","Comedy - Drama","N/A","N/A","People may say I couldn't sing, but no one can say I didn't sing","2016-05-06","Stephen Frears - Nicholas Martin","United Kingdom - USA","1:50:44","Stephen Frears","Allan Corduner - Brid Brennan - Christian McKay","N/A","N/A"
"23904","The Fox and the Hound","Fox and the Hound","Walt Disney Productions","G","1981","6.9","When a feisty little fox named Tod is adopted into a farm family, he quickly becomes friends with a fun and adorable hound puppy named Copper. Life is full of hilarious adventures until Copper is expected to take on his role as a hunting dog -- and the object of his search is his best friend!","Animation - Adventure","N/A","2019-10-26","A story of two friends who didn't know they were supposed to be enemies.","1981-07-10","N/A","USA","1:22:55","Ted Berman - Art Stevens - Richard Rich","Clarence Nash - Corey Feldman - Jack Albertson","7.8","N/A"
"23903","The Fox and the Hound 2","Fox and the Hound 2","Walt Disney Television Animation","G","2006","5.6","Best friends Tod, a fox kit, and Copper, a hound puppy, visit a country fair when they see a band of dogs called ""The Singin' Strays"". The band has five members: Dixie, Cash, Granny Rose, and twin brothers Waylon and Floyd. It is important that they perform well because a talent scout is visiting.","Adventure - Animation","N/A","N/A","Old Friends New Adventure","2006-11-09","Roger S.H. Schulman - Rich Burns","USA","1:09:19","Jim Kammerud","April Winchell - Grey DeLisle - Hannah Farr","N/A","N/A"
"21165","Freaky Friday","Freaky Friday","Walt Disney Pictures","PG","2003","8.8","Mother and daughter bicker over everything -- what Anna wears, whom she likes and what she wants to do when she's older. In turn, Anna detests Tess's fiancé. When a magical fortune cookie switches their personalities, they each get a peek at how the other person feels, thinks and lives.","Comedy - Family","N/A","N/A","Mondays are manic. Wednesdays are wild. And Fridays are about to get a little freaky.","2003-08-03","Heather Hach - Leslie Dixon","US","1:36:58","Mark Waters","Amir Derakh - Cayden Boyd - Chad Michael Murray","5.7","N/A"
"25124","Fury","Fury","Columbia Pictures","R","2014","7.7","Last months of World War II in April 1945. As the Allies make their final push in the European Theater, a battle-hardened U.S. Army sergeant in the 2nd Armored Division named Wardaddy commands a Sherman tank called ""Fury"" and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.","Action - Drama","N/A","2019-12-05","War never ends quietly.","2014-10-15","David Ayer","USA","2:14:38","David Ayer","Adam Ganne - Alicia von Rittberg - Anamaria Marinca","8.4","N/A"
"20591","Garfield","Garfield","Twentieth Century Fox Film Corporation","PG","2004","1.5","Garfield, the fat, lazy, lasagna lover, has everything a cat could want. But when Jon, in an effort to impress the Liz - the vet and an old high-school crush - adopts a dog named Odie and brings him home, Garfield gets the one thing he doesn't want. Competition.","Animation - Family","N/A","N/A","Get ready for frisky business.","2004-06-10","Jim Davis - Joel Cohen","US","1:20:09","Peter Hewitt","Bill Murray - Breckin Meyer - Jennifer Love Hewitt","3.7","N/A"
"21174","Ghostbusters","Ghostbusters","Columbia Pictures Corporation","PG","1984","7.8","After losing their academic posts at a prestigious university, a team of parapsychologists goes into business as proton-pack-toting ""ghostbusters"" who exterminate ghouls, hobgoblins and supernatural pests of all stripes. An ad campaign pays off when a knockout cellist hires the squad to purge her swanky digs of demons that appear to be living in her refrigerator.","Action - Adventure","N/A","N/A","They ain't afraid of no ghost.","1984-06-07","Dan Aykroyd - Harold Ramis","US","1:45:07","Ivan Reitman","Alice Drummond - Annie Potts - Bill Murray","N/A","N/A"
"21020","The Girl Most Likely to...","Girl Most Likely to...","N/A","N/A","1973","7.1","An ugly girl undergoes plastic surgery and becomes beautiful. She then takes revenge on all the people who mistreated her when she was ugly.","Comedy","N/A","N/A","They treated her like a dog. Now, she's a fox. And she's going to make them pay.","1973-01-01","Joan Rivers - Agnes Gallin","N/A","1:14:17","Lee Philips","Stockard Channing - Ed Asner - Jim Backus","N/A","N/A"
"21045","Godzilla","Godzilla","TriStar Pictures","N/A","1998","1.6","When a freighter is viciously attacked in the Pacific Ocean, a team of experts -- including biologist Niko Tatopoulos and scientists Elsie Chapman and Mendel Craven -- concludes that an oversized reptile is the culprit. Before long, the giant lizard is loose in Manhattan, destroying everything within its reach. The team chases the monster to Madison Square Garden, where a brutal battle ensues.","Action - Sci-Fi","N/A","N/A","Size does matter.","1998-05-20","Dean Devlin - Roland Emmerich","US","2:18:41","Roland Emmerich","Al Sapienza - Ali Afshar - Arabella Field","2.8","N/A"
"20366","Going in Style","Going in Style","New Line Cinema","PG-13","2017","6.6","Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.","Crime - Comedy","N/A","N/A","N/A","2017-04-06","Theodore Melfi - Martin Brest","US","1:36:25","Zach Braff","A.J. Franklin - Aaron Ayhan - Alan Arkin","N/A","N/A"
"21166","Gone with the Wind","Gone with the Wind","Selznick International Pictures","G","1939","9.4","An American classic in which a manipulative woman and a roguish man carry on a turbulent love affair in the American south during the Civil War and Reconstruction.","Drama - History","N/A","N/A","The greatest romance of all time!","1939-12-15","Sidney Howard - Oliver H.P. Garrett","US","3:53:15","Victor Fleming","Adrian Morris - Alberto Morin - Alicia Rhett","9.3","N/A"
"26178","The Good, the Bad and the Ugly","Good, the Bad and the Ugly","United Artists","R","1966","9.7","While the Civil War rages between the Union and the Confederacy, three men – a quiet loner, a ruthless hit man and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.","Western","N/A","N/A","For three men the Civil War wasn't hell. It was practice.","1966-12-23","Sergio Leone - Sergio Donati","Italy","2:42:38","Sergio Leone","Clint Eastwood - Eli Wallach - Lee Van Cleef","9.7","N/A"
"3610","The Great Escape","Great Escape","The Mirisch Corporation","G","1963","8.2","The Nazis, exasperated at the number of escapes from their prison camps by a relatively small number of Allied prisoners, relocates them to a high-security 'escape-proof' camp to sit out the remainder of the war. Undaunted, the prisoners plan one of the most ambitious escape attempts of World War II. Based on a true story.","History - Drama - War","N/A","N/A","Put a fence in front of these men... and they'll climb it!","1963-06-20","James Clavell - W.R. Burnett","USA","2:52:13","John Sturges","Angus Lennie - Charles Bronson - David McCallum","N/A","N/A"
"20985","Grumpier Old Men","Grumpier Old Men","Warner Bros.","PG-13","1995","1.7","A family wedding reignites the ancient feud between next-door neighbors and fishing buddies John and Max. Meanwhile, a sultry Italian divorcée opens a restaurant at the local bait shop, alarming the locals who worry she'll scare the fish away. But she's less interested in seafood than she is in cooking up a hot time with Max.","Comedy - Romance","N/A","N/A","Still Yelling. Still Fighting. Still Ready for Love.","1995-12-22","Mark Steven Johnson","US","1:41:01","Howard Deutch","Walter Matthau - Jack Lemmon - Ann-Margret","6.2","N/A"
"20987","Grumpy Old Men","Grumpy Old Men","Warner Bros.","PG-13","1993","6.5","For decades, next-door neighbors and former friends John and Max have feuded, trading insults and wicked pranks. When an attractive widow moves in nearby, their bad blood erupts into a high-stakes rivalry full of naughty jokes and adolescent hijinks. Will this love triangle destroy the two old grumps? Or will the geriatric odd couple overcome their differences and rediscover their friendship?","Comedy - Drama","N/A","N/A","The best of enemies until something came between them.","1993-12-25","Mark Steven Johnson","US","1:43:24","Donald Petrie","Jack Lemmon - Walter Matthau - Ann-Margret","7.4","N/A"
"21007","Harry Potter and the Goblet of Fire","Harry Potter and the Goblet of Fire","Patalex IV Productions Limited","N/A","2005","8.8","Harry starts his fourth year at Hogwarts, competes in the treacherous Triwizard Tournament and faces the evil Lord Voldemort. Ron and Hermione help Harry manage the pressure – but Voldemort lurks, awaiting his chance to destroy Harry and all that he stands for.","Adventure - Family","N/A","N/A","Dark And Difficult Times Lie Ahead.","2005-11-16","Steve Kloves","GB","2:37:03","Mike Newell","Adrian Rawlins - Afshan Azad - Alan Rickman","7.4","N/A"
"21008","Harry Potter and the Order of the Phoenix","Harry Potter and the Order of the Phoenix","Warner Bros.","PG-13","2007","7.8","Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students – dubbed 'Dumbledore's Army' – to defend themselves against the dark arts.","Adventure - Family","N/A","N/A","Evil Must Be Confronted.","2007-06-28","Michael Goldenberg","GB","2:18:12","David Yates","Daniel Radcliffe - Rupert Grint - Emma Watson","8.1","N/A"
"21010","Harry Potter and the Prisoner of Azkaban","Harry Potter and the Prisoner of Azkaban","1492 Pictures","PG","2004","9.1","Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black – and turns to sympathetic Professor Lupin for help.","Adventure - Family","N/A","N/A","Something wicked this way comes.","2004-05-31","Steve Kloves","GB","2:21:39","Alfonso Cuarón","Daniel Radcliffe - Rupert Grint - Emma Watson","8.6","N/A"
"20999","Heldorado","Heldorado","Republic Pictures","G","1946","N/A","Roy Rogers, a Nevada State Ranger Captain in charge of the Rangers Reclamation Service, makes a trip to Las Vegas for the annual Heldorado Frontier Days Festival, as he wants to help his old friend Gabby Whittaker who originated the idea (at least, in this film).In Las Vegas, Roy meets heiress Carol Randall, who has been selected as the Queen of the Heldorado. Roy is informed that the F.B.I. wants an immediate investigation of the counterfeit thousand dollar bills that are being passed over the gambling tables at the casino.","Music - Western","N/A","N/A","There's a treat on every trail... a thrill in every spill... in hootin'... howlin'... HELDORADO!","1946-12-15","Gerald Geraghty - Julian Zimet","US","1:10:07","William Witney","Roy Rogers - George 'Gabby' Hayes - Dale Evans","2.0","N/A"
"21013","Hitch","Hitch","Columbia Pictures Corporation","PG-13","2005","6.9","Dating coach Alex 'Hitch' Hitchens mentors a bumbling client, Albert, who hopes to win the heart of the glamorous Allegra Cole. While Albert makes progress, Hitch faces his own romantic setbacks when proven techniques fail to work on Sara Melas, a tabloid reporter digging for dirt on Allegra Cole's love life. When Sara discovers Hitch's connection to Albert – now Allegra's boyfriend – it threatens to destroy both relationships.","Comedy - Romance","N/A","N/A","The cure for the common man.","2005-02-10","Kevin Bisch","US","1:58:21","Andy Tennant","Will Smith - Eva Mendes - Kevin James","6.2","N/A"
"19595","Home Party Edition","Home Party Edition","N/A","N/A","2015","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1:33:48","N/A","N/A","N/A","N/A"
"2564","The Hunger Games","Hunger Games","Lionsgate","PG-13","2012","8.4","Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.","Sci-Fi - Action - Thriller","N/A","N/A","May The Odds Be Ever In Your Favor.","2012-03-12","Gary Ross - Billy Ray - Suzanne Collins","USA","2:24:01","Gary Ross","Alexander Ludwig - Amandla Stenberg - Amber Chaney","8.1","N/A"
"20942","Hush... Hush, Sweet Charlotte","Hush... Hush, Sweet Charlotte","Twentieth Century Fox Film Corporation","G","1964","8.1","An aging, reclusive Southern belle plagued by a horrifying family secret descends into madness after the arrival of a lost relative.","Crime - Mystery","N/A","N/A","The years will soon erase a lover's lies...the blood on his face!","1964-12-15","Henry Farrell - Lukas Heller","US","2:12:45","Robert Aldrich","Agnes Moorehead - Alida Aldrich - Bette Davis","8.5","N/A"
"20492","Ice Age","Ice Age","Twentieth Century Fox Film Corporation","TV-PG","2002","7.7","With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.","Fantasy - Animation","N/A","N/A","They came. They thawed. They conquered.","2002-03-10","Michael Berg - Michael J. Wilson","US","1:21:07","Chris Wedge","Alan Tudyk - Cedric the Entertainer - Chris Wedge","8.2","N/A"
"20481","Ice Age: The Meltdown","Ice Age: The Meltdown","Blue Sky Studios","TV-PG","2006","5.7","Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.","Adventure - Family","N/A","N/A","The Ice age is melting away.","2006-03-23","Jon Vitti","US","1:30:35","Carlos Saldanha","Alan Tudyk - Alex Sullivan - Ariel Winter","7.1","N/A"
"22388","Ice Castles","Ice Castles","Columbia Pictures Corporation","PG","1978","4.4","A young girl is on top of the world until a tragic accident dashes her hopes and dreams of becoming a world-class figure skater. Only with the help of those who love her can she prove to the world -- and herself -- that she still has the potential to realize her dreams.","Drama - Romance","N/A","N/A","The story of a girl who refused to forget she was once a champion.","1978-12-31","Donald Wrye - Gary L. Baim","US","1:49:36","Donald Wrye","Robby Benson - Lynn-Holly Johnson - Colleen Dewhurst","6.9","N/A"
"20242","In a Lonely Place","In a Lonely Place","Columbia Pictures Corporation","Not Rated","1950","9.7","Dixon 'Dix' Steele, a down-on-his-luck screenwriter, needs to adapt a trashy novel. At a nightclub, the hatcheck girl, Mildred Atkinson, is engrossed reading it. Too tired to read the novel, he asks Mildred to go home with him, to explain the plot. Later that night, Mildred is murdered and Steele is a prime suspect. His record of violence when angry goes against him.","Film-Noir - Romance","N/A","N/A","The Bogart suspense picture with the surprise finish -","1950-05-17","Andrew Solt","US","1:33:19","Nicholas Ray","Humphrey Bogart - Gloria Grahame - Frank Lovejoy","8.9","N/A"
"2115","Inception","Inception","Legendary Pictures","PG-13","2010","8.6","Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.","Sci-Fi - Mystery - Action","N/A","N/A","Your mind is the scene of the crime.","2010-07-14","Christopher Nolan","USA","2:28:08","Christopher Nolan","Cillian Murphy - Claire Geare - Coralie Dedykere","9.1","N/A"
"20589","The Incredibles","Incredibles","Walt Disney Pictures","PG","2004","8.0","Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.","Animation - Family","N/A","N/A","No gut, no glory","2004-11-05","Brad Bird","US","1:55:23","Brad Bird","A.J. Riebli III - Andrew Stanton - Bob Peterson","N/A","N/A"
"21050","Iron Man","Iron Man","Paramount Pictures","PG-13","2008","9.4","After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.","Action - Adventure","N/A","N/A","Heroes aren't born. They're built.","2008-04-30","Art Marcum - Matt Holloway","US","2:06:01","Jon Favreau","Adam Harrington - Ahmed Ahmed - Ajani Perkins","9.1","N/A"
"21026","Jack and the Beanstalk: The Real Story","Jack and the Beanstalk: The Real Story","N/A","NR","2001","6.3","Jack Robinson is a wealthy business man with no time for anything but work. However, a family curse is looming over him - no man in the Robinson line ever lives past the age of thirty. With his upcoming birthday appears the remains of literally giant skeleton and a mysterious woman who claims to have once known the giant. Jack decides to go with her to another world where all is revealed to him along with the story of his ancestor, the original Jack and the Beanstalk. In order to save his own life and the world of the giants, Jack must right the wrongs of the past and return the magical harp and goose that lays the golden eggs to their rightful home.","Adventure - Drama","N/A","N/A","This Time...It's No Fairy Tale.","2001-12-02","N/A","USA","3:04:48","Brian Henson","Matthew Modine - Mia Sara - Vanessa Redgrave","N/A","N/A"
"25121","Jeff Lynne's ELO Live at Hyde Park","Jeff Lynne's ELO Live at Hyde Park","BBC Four","N/A","2014","8.8","On a sunny day in September 2014, Jeff Lynne, head honcho of 70s hit-making band ELO, took to the stage in London's Hyde Park and, with the help of his backing band and the strings of the BBC Concert Orchestra, brought to a close Radio 2's Live in Hyde Park annual festival. After an absence from the live stage for 28 years, this headline set by Jeff Lynne's ELO was a much-anticipated and talked-about event. In front of 50,000 people, Jeff Lynne delivered a rousing and crowd-pleasing string of the Electric Light Orchestra's chart-topping hits, including Livin' Thing, Sweet Talkin' Woman, Don't Bring Me Down, Mr Blue Sky, and Roll Over Beethoven. And there was also Jeff's touching tribute to his band buddies from Traveling Wilburys, in his performance of their 1988 hit Handle With Care.","Music","3","2019-10-20","N/A","2014-10-17","N/A","United Kingdom","1:11:47","Janet Fraser-Crook","Bernie Smith - Chereene Allen - Danny Marsden","N/A","N/A"
"8295","Jesus Christ Superstar","Jesus Christ Superstar","Universal Pictures","G","1973","5.5","Oscar-nominated film adaptation of the rock opera of the same name, based on the last weeks before the crucifixion of Jesus. The film was directed by Norman Jewison. Ted Neeley and Carl Anderson were nominated for two 1974 Golden Globe Award for their portrayals of Jesus and Judas, respectively.","History - Drama - Musical","N/A","N/A","And now, the movie......","1973-08-15","Norman Jewison - Melvyn Bragg","US","1:46:36","Norman Jewison","Adaya Pilo - Amity Razi - Avi Ben-Haim","7.6","N/A"
"24952","Jesus Christ Superstar - Live Arena Tour","Jesus Christ Superstar - Live Arena Tour","Universal Studios Home Entertainment","NR","2012","7.2","Celebrating 40 years since it first opened in London’s West End, Andrew Lloyd Webber’s new production of Jesus Christ Superstar, directed by Laurence Connor, promises to be the rock event of 2012. The star-studded line-up includes award-winning musical comedian Tim Minchin for the role of Judas Iscariot. Three million album selling pop icon and former Spice Girl Melanie C will take the only female lead as Mary Magdalene. Former BBC Radio 1 Breakfast Show host Chris Moyles will make his major stage debut as King Herod and Winner of the ITV primetime show Superstar Ben Forster in the title role of Jesus in the 21st century Rock Musical re-invention of Jesus Christ Superstar.","Family - Music","2","2019-04-19","N/A","2012-11-19","Tim Rice","United Kingdom","1:44:09","Laurence Connor","Ben Forster - Chris Moyles - Melanie Chisholm","N/A","N/A"
"22389","John Q","John Q","New Line Cinema","PG-13","2002","2.3","John Quincy Archibald is a father and husband whose son is diagnosed with an enlarged heart and then finds out he cannot receive a transplant because HMO insurance will not cover it. Therefore, he decides to take a hospital full of patients hostage until the hospital puts his son's name on the donor's list.","Crime - Drama","N/A","N/A","Give a father no options and you leave him no choice.","2002-02-15","James Kearns","US","1:56:06","Nick Cassavetes","Denzel Washington - Robert Duvall - Anne Heche","7.8","N/A"
"23901","The Jungle Book","Jungle Book","Walt Disney Pictures","Approved","1967","8.6","The boy Mowgli makes his way to the man-village with Bagheera, the wise panther. Along the way he meets jazzy King Louie, the hypnotic snake Kaa and the lovable, happy-go-lucky bear Baloo, who teaches Mowgli ""The Bare Necessities"" of life and the true meaning of friendship.","Animation - Adventure","N/A","N/A","The Jungle is JUMPIN'!","1967-10-17","N/A","USA","1:18:33","Wolfgang Reitherman","Ben Wright - Bruce Reitherman - Chad Stuart","8.2","N/A"
"20244","The Kennel Murder Case","Kennel Murder Case","Warner Bros.","G","1933","8.0","Philo Vance, accompanied by his prize-losing Scottish terrier, investigates the locked-room murder of a prominent and much-hated collector whose broken Chinese vase provides an important clue.","Mystery","N/A","N/A","N/A","1933-10-28","S.S. Van Dine - Robert N. Lee","USA","1:13:03","Michael Curtiz","William Powell - Mary Astor - Eugene Pallette","7.0","N/A"
