"Media ID","Title","Sort title","Studio","Content Rating","Year","Rating","Summary","Genres","View Count","Last Viewed at","Tagline","Release Date","Writers","Country","Duration","Directors","Roles","Audience Rating","User Rating"
"20590","Atlantis: Milo's Return","Atlantis: Milo's Return","Walt Disney Pictures","G","2003","5.1","Three different stories come to life in this sequel to the hit animated Disney adventure. Explorer Milo Thatch, his new sweetheart, Queen Kida, and the rest of the team are preparing to rebuild the underwater city. But trouble crops up. Harnessing the power of the crystal of Atlantis, the adventurers set out to defend their kingdom against dark forces that threaten from sand, sea and snow.","Drama - Adventure","N/A","N/A","N/A","2003-02-25","Thomas Hart - Henry Gilroy","US","1:20:26","Toby Shelton - Victor Cook - Tad Stones","James Arnold Taylor - Cree Summer - John Mahoney","N/A","N/A"
"3240","Avatar","Avatar","Ingenious Film Partners","PG-13","2009","8.3","In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.","Sci-Fi - Fantasy - Action","N/A","2019-11-03","Enter the World of Pandora.","2009-12-10","James Cameron","USA","2:58:09","James Cameron","Alicia Vela-Bailey - Allan Henry - Anthony Ingruber","8.2","N/A"
"3983","The Avengers","Avengers","Marvel Studios","PG-13","2012","7.4","When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!","Science Fiction - Action - Adventure","N/A","N/A","Some assembly required.","2012-04-25","Joss Whedon - Stan Lee","USA","2:22:59","Joss Whedon","Alex DeCourville - Alexander Christopher Jones - Alexander Daniel Pimentel","N/A","N/A"
"21053","Batman","Batman","DC Comics","PG-13","1989","7.2","The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker, who has seized control of Gotham's underworld.","Action - Adventure","1","2018-06-25","Have you ever danced with the devil in the pale moonlight?","1989-06-23","Warren Skaaren - Sam Hamm","US","2:06:17","Tim Burton","Jack Nicholson - Michael Keaton - Kim Basinger","8.4","N/A"
"2039","Batman Begins","Batman Begins","DC Comics","PG-13","2005","8.4","Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.","Action - Adventure","1","2018-06-08","Evil fears the knight.","2005-06-14","Christopher Nolan - David S. Goyer","USA","2:20:01","Christopher Nolan","Alex Moggridge - Alexandra Bastedo - Andrew Pleavin","9.4","N/A"
"2585","Battle for the Planet of the Apes","Battle for the Planet of the Apes","Twentieth Century Fox Film Corporation","G","1973","3.8","The fifth and final episode in the Planet of the Apes series. After the collapse of human civilization, a community of intelligent apes led by Caesar lives in harmony with a group of humans. Gorilla General Aldo tries to cause an ape civil war and a community of human mutants who live beneath a destroyed city try to conquer those whom they perceive as enemies. All leading to the finale.","Sci-Fi - Action","N/A","N/A","The final chapter in the incredible Apes saga. The most suspenseful showdown ever filmed as two civilizations battle for the right to inherit what's left of the earth!","1973-06-14","Paul Dehn - John William Corrington - Joyce Hooper Corrington","USA","1:36:26","J. Lee Thompson","Roddy McDowall - Lew Ayres - Bobby Porter","3.1","N/A"
"25137","Battle of Britain","Battle of Britain","United Artists","G","1969","6.3","In 1940, the Royal Air Force fights a desperate battle against the might of the Luftwaffe for control of the skies over Britain, thus preventing the Nazi invasion of Britain.","Action - Drama","N/A","N/A","N/A","1969-09-15","James Kennaway - Wilfred Greatorex","United Kingdom","2:12:10","Guy Hamilton","Alexander Allerson - Alf Jungermann - Barry Foster","7.9","N/A"
"21177","The Beatles: Eight Days a Week - The Touring Years","Beatles: Eight Days a Week - The Touring Years","Imagine Entertainment","NR","2016","9.5","The band stormed Europe in 1963, and, in 1964, they conquered America. Their groundbreaking world tours changed global youth culture forever and, arguably, invented mass entertainment as we know it today. All the while, the group were composing and recording a series of extraordinarily successful singles and albums. However the relentless pressure of such unprecedented fame, that in 1966 became uncontrollable turmoil, led to the decision to stop touring. In the ensuing years The Beatles were then free to focus on a series of albums that changed the face of recorded music.","Documentary - Music","2","2018-02-03","The band you know. The story you don't.","2016-09-15","Mark Monroe - P.G. Morgan","US","1:45:38","Ron Howard","Paul McCartney - Ringo Starr - John Lennon","8.9","N/A"
"21220","The Beatles: Eight Days a Week - The Touring Years - A Deeper Dive","Beatles: Eight Days a Week - The Touring Years - A Deeper Dive","Imagine Entertainment","NR","2016","9.5","The band stormed Europe in 1963, and, in 1964, they conquered America. Their groundbreaking world tours changed global youth culture forever and, arguably, invented mass entertainment as we know it today. All the while, the group were composing and recording a series of extraordinarily successful singles and albums. However the relentless pressure of such unprecedented fame, that in 1966 became uncontrollable turmoil, led to the decision to stop touring. In the ensuing years The Beatles were then free to focus on a series of albums that changed the face of recorded music.","Documentary - Music","2","2018-02-03","The band you know. The story you don't.","2016-09-15","Mark Monroe - P.G. Morgan","US","0:43:11","Ron Howard","Paul McCartney - Ringo Starr - John Lennon","8.9","N/A"
"21217","The Beatles: Eight Days a Week - The Touring Years - Early Clues to a New Direction","Beatles: Eight Days a Week - The Touring Years - Early Clues to a New Direction","Imagine Entertainment","NR","2016","9.5","The band stormed Europe in 1963, and, in 1964, they conquered America. Their groundbreaking world tours changed global youth culture forever and, arguably, invented mass entertainment as we know it today. All the while, the group were composing and recording a series of extraordinarily successful singles and albums. However the relentless pressure of such unprecedented fame, that in 1966 became uncontrollable turmoil, led to the decision to stop touring. In the ensuing years The Beatles were then free to focus on a series of albums that changed the face of recorded music.","Documentary - Music","N/A","N/A","The band you know. The story you don't.","2016-09-15","Mark Monroe - P.G. Morgan","US","0:17:54","Ron Howard","N/A","N/A","N/A"
"21221","The Beatles: Eight Days a Week - The Touring Years - The Beatles Live 1963-1965","Beatles: Eight Days a Week - The Touring Years - The Beatles Live 1963-1965","Imagine Entertainment","NR","2016","9.5","The band stormed Europe in 1963, and, in 1964, they conquered America. Their groundbreaking world tours changed global youth culture forever and, arguably, invented mass entertainment as we know it today. All the while, the group were composing and recording a series of extraordinarily successful singles and albums. However the relentless pressure of such unprecedented fame, that in 1966 became uncontrollable turmoil, led to the decision to stop touring. In the ensuing years The Beatles were then free to focus on a series of albums that changed the face of recorded music.","Documentary - Music","2","2018-02-03","The band you know. The story you don't.","2016-09-15","Mark Monroe - P.G. Morgan","US","0:11:58","Ron Howard","Paul McCartney - Ringo Starr - John Lennon","8.9","N/A"
"21222","The Beatles: Eight Days a Week - The Touring Years - Words and Music","Beatles: Eight Days a Week - The Touring Years - Words and Music","Imagine Entertainment","NR","2016","9.5","The band stormed Europe in 1963, and, in 1964, they conquered America. Their groundbreaking world tours changed global youth culture forever and, arguably, invented mass entertainment as we know it today. All the while, the group were composing and recording a series of extraordinarily successful singles and albums. However the relentless pressure of such unprecedented fame, that in 1966 became uncontrollable turmoil, led to the decision to stop touring. In the ensuing years The Beatles were then free to focus on a series of albums that changed the face of recorded music.","Documentary - Music","2","2018-02-03","The band you know. The story you don't.","2016-09-15","Mark Monroe - P.G. Morgan","US","0:42:07","Ron Howard","Paul McCartney - Ringo Starr - John Lennon","8.9","N/A"
"21175","A Beautiful Mind","Beautiful Mind","Imagine Entertainment","PG-13","2001","7.5","At Princeton University, John Nash struggles to make a worthwhile contribution to serve as his legacy to the world of mathematics. He finally makes a revolutionary breakthrough that will eventually earn him the Nobel Prize. After graduate school he turns to teaching, becoming romantically involved with his student Alicia. Meanwhile the government asks his help with breaking Soviet codes, which soon gets him involved in a terrifying conspiracy plot. Nash grows more and more paranoid until a discovery that turns his entire world upside down. Now it is only with Alicia's help that he will be able to recover his mental strength and regain his status as the great mathematician we know him as today..","Biography - Drama","N/A","N/A","I need to believe that something extra ordinary is possible...","2001-12-11","Akiva Goldsman - Sylvia Nasar","US","2:15:19","Ron Howard","Adam Goldberg - Amy Walz - Anthony Easton","9.3","N/A"
"23914","Beauty and the Beast","Beauty and the Beast","Walt Disney Pictures","G","1991","9.4","Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.","Animation - Family","N/A","N/A","The most beautiful love story ever told.","1991-11-13","Linda Woolverton","USA","1:24:54","Gary Trousdale - Kirk Wise","Albert de Ruiter - Alec Murphy - Alex Murphy","9.2","N/A"
"25305","Beauty and the Beast","Beauty and the Beast","Walt Disney Pictures","PG","2017","7.1","A live-action adaptation of Disney's version of the classic tale of a cursed prince and a beautiful young woman who helps him break the spell.","Family - Fantasy","N/A","N/A","Be our guest.","2017-03-16","Evan Spiliotopoulos - Stephen Chbosky","USA","2:09:16","Bill Condon","Abigayle Honeywill - Abiona Omonua - Adelaide Morgan","8.0","N/A"
"20243","Bell, Book and Candle","Bell, Book and Candle","Julian Blaustein Productions","G","1958","7.5","A modern-day witch likes her neighbor but despises his fiancee, so she enchants him to love her instead... only to fall in love with him for real.","Romance - Comedy","N/A","N/A","Getting Here is Half the Fun","1958-12-25","Daniel Taradash","US","1:42:27","Richard Quine","James Stewart - Kim Novak - Jack Lemmon","6.6","N/A"
"2579","Beneath the Planet of the Apes","Beneath the Planet of the Apes","Twentieth Century Fox Film Corporation","G","1970","4.1","Astronaut Brent is sent to rescue Taylor but crash lands on the Planet of the Apes, just like Taylor did in the original film. Taylor has disappeared into the Forbidden Zone so Brent and Nova try to follow and find him. He discovers a cult of humans that fear the Apes' latest military movements and finds himself in the middle. Tension mounts to a climactic battle between ape and man deep in the bowels of the planet.","Sci-Fi - Action - Adventure","N/A","N/A","An army of civilized apes...A fortress of radiation-crazed super humans...Earth's final battle is about to begin - Beneath the atomic rubble of what was once the city of New York!","1970-05-01","Paul Dehn - Mort Abrahams","USA","1:34:42","Ted Post","Charlton Heston - David Watson - Don Pedro Colley","3.9","N/A"
"17220","The Big Sleep","Big Sleep","Warner Bros.","G","1946","9.6","Private Detective Philip Marlowe is hired by a rich family. Before the complex case is over, he's seen murder, blackmail, and what might be love.","Film-Noir - Crime - Mystery","N/A","N/A","The picture they were born for!","1946-08-23","Jules Furthman - Leigh Brackett - William Faulkner","US","1:53:57","Howard Hawks","Bob Steele - Charles D. Brown - Charles Waldron","9.1","N/A"
"21098","Big Trouble","Big Trouble","Touchstone Pictures","PG-13","2002","4.8","The story of how a mysterious suitcase brings together, and changes, the lives of a divorced dad, an unhappy housewife, two hitmen, a pair of street thugs, two love struck teens, two FBI men and a psychedelic toad. Based on Pulitzer Prize-winning humorist Dave Barry's best-selling first novel, ""Big Trouble.""","Comedy - Crime","N/A","N/A","They have forty-five minutes to save the world. They need forty-six.","2002-04-05","Robert Ramsey","US","1:25:04","Barry Sonnenfeld","Andy Richter - Antoni Corone - Barry Sonnenfeld","5.4","N/A"
"21009","Black Beauty","Black Beauty","Warner Bros.","G","1994","6.6","The fates of horses, and the people who own and command them, are revealed as Black Beauty narrates the circle of his life.","Adventure - Drama","N/A","N/A","N/A","1994-07-29","Caroline Thompson","US","1:28:07","Caroline Thompson","Alan Cumming - Sean Bean - David Thewlis","N/A","N/A"
"21004","The Blob","Blob","Paramount Pictures","NR","1958","6.8","A drive-in favorite, this sci-fi classic follows teenagers Steve and his best girl, Jane, as they try to protect their hometown from a gelatinous alien life form that engulfs everything it touches. The first to discover the substance and live to tell about it, Steve and Jane witness the blob destroying an elderly man and grow to a terrifying size. But no one else has seen the goo, and policeman Dave refuses to believe the kids without proof.","Horror - Sci-Fi","N/A","N/A","It crawls. It creeps. It eats you alive!","1958-09-12","Theodore Simonson - Kate Phillips","US","1:23:12","Irvin S. Yeaworth Jr.","Alden 'Stephen' Chase - Aneta Corsaut - Anthony Franke","5.2","N/A"
"21096","The Blues Brothers","Blues Brothers","Universal Pictures","R","1980","8.5","Jake Blues is just out of jail, and teams up with his brother, Elwood on a 'mission from God' to raise funds for the orphanage in which they grew up. The only thing they can do is do what they do best – play music – so they get their old band together and they're on their way, while getting in a bit of trouble here and there.","Action - Comedy","N/A","N/A","They'll never get caught. They're on a mission from God.","1980-06-17","John Landis - Dan Aykroyd","US","2:12:49","John Landis","Alan Rubin - Alonzo Atkins - Aretha Franklin","9.2","N/A"
"25069","Bohemian Rhapsody","Bohemian Rhapsody","20th Century Fox","PG-13","2018","6.1","Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.","Biography - Drama","N/A","N/A","Fearless lives forever","2018-10-24","Anthony McCarten","United Kingdom","2:14:37","Bryan Singer","Aaron McCusker - Ace Bhatti - Adam Lazarus","8.8","N/A"
"3788","Das Boot","Boot","Radiant Film GmbH","R","1981","9.8","A German submarine hunts allied ships during the Second World War. Soon it becomes hunted itself. The crew tries to survive below the surface, while stretching both the boat and themselves to their limits...","Drama - Adventure - Thriller","N/A","N/A","When the hunters become the hunted","1981-09-16","Wolfgang Petersen - Dean Riesner","West Germany","3:28:08","Wolfgang Petersen","Jürgen Prochnow - Herbert Grönemeyer - Klaus Wennemann","9.6","N/A"
"21001","The Border Legion","Border Legion","Republic Pictures","G","1940","N/A","Wanted by the law in New York, Dr. Steve Kells heads west and arrives in an area controlled by an outlaw gang known as the Border Legion. When the gang's boss is wounded, they kidnap Kells and force him to remove the bullet. Not allowed to leave and being a wanted man, he joins the gang. Now wanted as a gang member also, he nevertheless plans a raid that will lead the entire gang into a trap.","Western","N/A","N/A","HAIR-TRIGGER ACTION...SPLIT-SECOND SURPRISES! (original print ad - all caps)","1940-12-05","Olive Cooper - Louis Stevens","US","0:53:27","Joseph Kane","Art Dillard - Art Mix - Bob Card","N/A","N/A"
"2097","The Boss","Boss","Universal Pictures","R","2016","2.2","A titan of industry is sent to prison after she's caught for insider trading. When she emerges ready to rebrand herself as America's latest sweetheart, not everyone she screwed over is so quick to forgive and forget.","Comedy","N/A","N/A","Watch your assets","2016-04-07","Ben Falcone - Melissa McCarthy - Steve Mallory","USA","1:44:14","Ben Falcone","Annie Mumolo - Cecily Strong - Ella Anderson","4.1","N/A"
"16163","Bowery Blitzkrieg","Bowery Blitzkrieg","Monogram Pictures","G","1941","7.1","The East Side Kids discover that one of their own, Danny, is torn between staying and school and becoming a boxer, and is getting mixed up with gangsters.","Crime - Romance - Comedy","N/A","N/A","N/A","1941-08-01","Carl Foreman - Sam Robins","US","0:58:00","Wallace Fox","Leo Gorcey - Bobby Jordan - Huntz Hall","N/A","N/A"
"20989","The Breakfast Club","Breakfast Club","Universal Pictures","R","1985","8.9","Five high school students, all different stereotypes, meet in detention, where they pour their hearts out to each other, and discover how they have a lot more in common than they thought.","Comedy - Drama","N/A","N/A","They only met once, but it changed their lives forever.","1985-02-15","John Hughes","US","1:37:04","John Hughes","Ally Sheedy - Anthony Michael Hall - Emilio Estevez","9.2","N/A"
"2565","The Bridge on the River Kwai","Bridge on the River Kwai","Columbia Pictures Corporation","TV-PG","1957","9.4","The classic story of English POWs in Burma forced to build a bridge to aid the war effort of their Japanese captors. British and American intelligence officers conspire to blow up the structure, but Col. Nicholson , the commander who supervised the bridge's construction, has acquired a sense of pride in his creation and tries to foil their plans.","Drama - Adventure - War","N/A","N/A","It spans a whole new world of entertainment!","1957-10-02","Carl Foreman - Michael Wilson","USA","2:41:28","David Lean","William Holden - Alec Guinness - Jack Hawkins","9.3","N/A"
"19593","Bridge to Harmony - 2015 Choruses - Pittsburgh","Bridge to Harmony - 2015 Choruses - Pittsburgh","N/A","N/A","N/A","N/A","N/A","N/A","1","2017-10-15","N/A","N/A","N/A","N/A","1:59:49","N/A","N/A","N/A","N/A"
"25139","A Bridge Too Far","Bridge Too Far","United Artists","PG","1977","6.2","A Bridge Too Far tells the story of Operation Market Garden, the failed attempt by the allies to end the war quickly by securing three bridges in Holland and allowing access over the Rhine into Germany. A combination of poor allied intelligence and the presence of two crack German Panzer divisions meant that the final part of this operation (the bridge in Arnhem over the Rhine, the titular 'bridge too far') was doomed to failure.","Drama - History","N/A","N/A","Out of the sky comes the screen's most incredible spectacle of men and war!","1977-06-15","William Goldman","USA","2:56:12","Richard Attenborough","Adrienne Kleiweg - Alun Armstrong - Andrew Branch","8.6","N/A"
"9818","Brit Floyd Space & Time Live in Amsterdam","Brit Floyd Space & Time Live in Amsterdam","N/A","N/A","2016","N/A","N/A","N/A","3","2019-06-28","N/A","N/A","N/A","N/A","2:29:43","N/A","N/A","N/A","N/A"
"20483","Brother Bear 2","Brother Bear 2","DisneyToon Studios","G","2006","5.0","Kenai finds his childhood human friend Nita and the two embark on a journey to burn the amulet he gave to her before he was a bear, much to Koda's dismay.","Fantasy - Animation","N/A","N/A","N/A","2006-08-17","Rich Burns","US","1:13:15","Ben Gluck","Andrea Martin - Catherine O'Hara - Dave Thomas","5.6","N/A"
"370","The Bucket List","Bucket List","Two Ton Films","PG-13","2007","4.0","Corporate billionaire Edward Cole and working class mechanic Carter Chambers are worlds apart. At a crossroads in their lives, they share a hospital room and discover they have two things in common: a desire to spend the time they have left doing everything they ever wanted to do and an unrealized need to come to terms with who they are. Together they embark on the road trip of a lifetime, becoming friends along the way and learning to live life to the fullest, with insight and humor.","Drama - Comedy - Adventure","N/A","N/A","Find the joy.","2007-12-25","Justin Zackham","USA","1:37:01","Rob Reiner","Alfonso Freeman - Amber Mead - Angela Gardner","7.7","N/A"
"21011","Calendar Girls","Calendar Girls","Harbour Pictures","PG-13","2003","7.4","Members of a Yorkshire branch of the Women's Institute cause controversy when they pose nude for a charity calendar.","Comedy - Drama","N/A","N/A","Some ladies will do anything for a good cause.","2003-09-02","Tim Firth - Juliette Towhidi","GB","1:48:16","Nigel Cole","Adil Hussain - Alison Pargeter - Angela Baker","6.7","N/A"
"20208","The Campaign","Campaign","Everyman Pictures","R","2012","6.5","Two rival politicians compete to win an election to represent their small North Carolina congressional district in the United States House of Representatives.","Comedy","N/A","N/A","May The Best Loser Win.","2012-08-09","Chris Henchy - Shawn Harwell","US","1:25:27","Jay Roach","Amelia Jackson-Gray - Brian Cox - Dan Aykroyd","5.1","N/A"
"19447","The Cannonball Run","Cannonball Run","Eurasia Investments","PG","1981","3.0","A cross-country road race is based on an actual event, the Cannonball Baker Sea to Shining Sea Memorial Trophy Dash, organized by Brock Yates to protest the 55 mph speed limit then in effect in the U.S. The Cannonball was named for Erwin G. ""Cannonball"" Baker, who in the roaring 20's rode his motorcycle across the country. Many of the characters are based on ruses developed by real Cannonball racers over the several years that the event was run.","Sport - Comedy","N/A","N/A","You'll root for them all...but you'll never guess who wins.","1981-06-19","Brock Yates","US","1:35:35","Hal Needham","Adrienne Barbeau - Alfie Wise - Bert Convy","6.1","N/A"
"17446","Casablanca","Casablanca","Warner Bros.","G","1942","9.7","In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.","Romance - Drama - War","N/A","N/A","They had a date with fate in Casablanca!","1942-11-26","Julius J. Epstein - Philip G. Epstein - Howard Koch","US","1:42:39","Michael Curtiz","Adolph Faylauer - Adrienne D'Ambricourt - Alberto Morin","9.5","N/A"
"3981","Casino Royale","Casino Royale","Eon Productions","PG-13","2006","7.2","Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond – on his maiden mission as a 00 Agent – to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.","Adventure - Action - Thriller","N/A","N/A","Everyone has a past. Every legend has a beginning.","2006-11-14","Neal Purvis - Robert Wade - Paul Haggis","Madagascar - Bahamas - Czech Republic","2:24:12","Martin Campbell","Ade - Alessandra Ambrosio - Andreas Daniel","N/A","N/A"
"21093","Cat Ballou","Cat Ballou","Columbia Pictures Corporation","NR","1965","10.0","A woman seeking revenge for her murdered father hires a famous gunman, but he's very different from what she expects.","Comedy - Romance","N/A","N/A","It's That Way-Out Whopper Of A Funny Western...A She-Bang To End All She-Bangs!","1965-06-24","Walter Newman - Frank Pierson","US","1:36:05","Elliot Silverstein","Jane Fonda - Lee Marvin - Nat 'King' Cole","7.4","N/A"
"20939","Cats & Dogs","Cats & Dogs","Village Roadshow Pictures","PG","2001","5.3","When a professor develops a vaccine that eliminates human allergies to dogs, he unwittingly upsets the fragile balance of power between cats and dogs and touches off an epic battle for pet supremacy. The fur flies as the feline faction, led by Mr. Tinkles, squares off against wide-eyed puppy Lou and his canine cohorts.","Family - Comedy","N/A","N/A","Things Are Gonna Get Hairy!","2001-07-04","John Requa - Glenn Ficarra","US","1:27:15","Lawrence Guterman","Alec Baldwin - Alexander Pollock - Charlton Heston","3.2","N/A"
"21014","The Chronicles of Narnia: Prince Caspian","Chronicles of Narnia: Prince Caspian","Walt Disney Pictures","PG","2008","6.7","One year after their incredible adventures in the Lion, the Witch and the Wardrobe, Peter, Edmund, Lucy and Susan Pevensie return to Narnia to aid a young prince whose life has been threatened by the evil King Miraz. Now, with the help of a colorful cast of new characters, including Trufflehunter the badger and Nikabrik the dwarf, the Pevensie clan embarks on an incredible quest to ensure that Narnia is returned to its rightful heir.","Action - Adventure","N/A","N/A","Everything you know is about to change forever.","2008-05-15","Andrew Adamson - Christopher Markus","US","2:29:57","Andrew Adamson","Alicia Borrachero - Anna Popplewell - Ben Barnes","7.3","N/A"
"23908","Cinderella","Cinderella","RKO Radio Pictures","G","1950","9.7","Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!","Animation - Family","N/A","N/A","The greatest love story ever told.","1950-03-04","N/A","USA","1:15:05","Clyde Geronimi - Wilfred Jackson - Hamilton Luske","Ilene Woods - Eleanor Audley - Lucille Bliss","8.0","N/A"
"23909","Cinderella II: Dreams Come True","Cinderella II: Dreams Come True","Walt Disney Television Animation","G","2002","5.5","As a newly crowned princess, Cinderella quickly learns that life at the Palace - and her royal responsibilities - are more challenging than she had imagined. In three heartwarming tales, Cinderella calls on her animal friends and her Fairy Godmother to help as she brings her own grace and charm to her regal role and discovers that being true to yourself is the best way to make your dreams come true.","Family - Animation","N/A","N/A","N/A","2002-02-23","Tom Rogers - Jill E. Blotevogel","Japan - USA","1:13:28","John Kafka","Andre Stojka - Bob Bergen - Brooke Allison","N/A","N/A"
"23910","Cinderella III: A Twist in Time","Cinderella III: A Twist in Time","DisneyToon Studios","G","2007","6.0","When Lady Tremaine steals the Fairy Godmother's wand and changes history, it's up to Cinderella to restore the timeline and reclaim her prince.","Animation - Romance","N/A","N/A","What if the slipper didn't fit?","2007-02-06","Dan Berendsen - Margaret Heidenry","USA","1:13:58","Frank Nissen","Andre Stojka - Christopher Daniel Barnes - Corey Burton","N/A","N/A"
"2584","Conquest of the Planet of the Apes","Conquest of the Planet of the Apes","Twentieth Century Fox Film Corporation","PG","1972","4.4","In a futuristic world that has embraced ape slavery, Caesar, the son of the late simians Cornelius and Zira, surfaces after almost twenty years of hiding out from the authorities, and prepares for a slave revolt against humanity.","Sci-Fi - Action","N/A","N/A","All new! The revolt of the apes. The most awesome spectacle in the annals of science fiction!","1972-06-29","Paul Dehn","USA","1:27:22","J. Lee Thompson","Asa Maynor - Buck Kartalian - Daniel Keough","4.7","N/A"
"19450","Convoy","Convoy","United Artists","PG","1978","4.2","Truckers form a mile long ""convoy"" in support of a trucker's vendetta with an abusive sheriff...Based on the country song of same title by C.W. McCall.","Drama - Action","N/A","N/A","Kristofferson and MacGraw...ain't nothin' gonna get in their way!","1978-06-27","Bill L. Norton","US","1:50:55","Sam Peckinpah","Kris Kristofferson - Ali MacGraw - Ernest Borgnine","7.3","N/A"
"1456","The Dark Knight","Dark Knight","DC Comics","PG-13","2008","9.4","Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.","Crime - Drama - Action","1","2018-06-11","Why So Serious?","2008-07-16","Jonathan Nolan - Christopher Nolan","USA","2:32:13","Christopher Nolan","Aaron Eckhart - Amit Shah - Andrew Bicknell","9.4","N/A"
"2045","The Dark Knight Rises","Dark Knight Rises","Legendary Pictures","PG-13","2012","8.7","Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.","Action - Thriller","1","2018-06-18","The Legend Ends","2012-07-16","Jonathan Nolan - Christopher Nolan","USA","2:44:33","Christopher Nolan","Aidan Gillen - Aja Evans - Aldous Davidson","9.0","N/A"
"17214","Dark Passage","Dark Passage","Warner Bros.","G","1947","9.2","A man convicted of murdering his wife escapes from prison and works with a woman to try and prove his innocence.","Film-Noir - Thriller","N/A","N/A","IN DANGER AS VIOLENT AS THEIR LOVE!!!","1947-09-27","Delmer Daves","US","1:46:13","Delmer Daves","Agnes Moorehead - Anita Sharp-Bolster - Bruce Bennett","8.2","N/A"
"22507","Darkest Hour","Darkest Hour","Working Title Films","PG-13","2017","8.7","A thrilling and inspiring true story begins on the eve of World War II as, within days of becoming Prime Minister of Great Britain, Winston Churchill must face one of his most turbulent and defining trials: exploring a negotiated peace treaty with Nazi Germany, or standing firm to fight for the ideals, liberty and freedom of a nation. As the unstoppable Nazi forces roll across Western Europe and the threat of invasion is imminent, and with an unprepared public, a skeptical King, and his own party plotting against him, Churchill must withstand his darkest hour, rally a nation, and attempt to change the course of world history.","Biography - Drama","3","2018-04-04","Never never never surrender","2017-11-22","Anthony McCarten","US","2:04:54","Joe Wright","Adrian Rawlins - Anna Burnett - Ben Mendelsohn","8.3","N/A"
"20334","David Gilmour - Live at Pompeii","David Gilmour - Live at Pompeii","N/A","N/A","2017","8.9","Decades after first performing there with Pink Floyd, singer-guitarist David Gilmour returned in July 2016 for two concerts in the ancient Italian amphitheatre as part of his Rattle That Lock tour.","Music - Documentary","5","2019-09-08","N/A","2017-09-13","N/A","N/A","2:32:23","Gavin Elder","Bryan Chambers - Chester Kamen - Chuck Leavell","N/A","N/A"
"20436","David Gilmour South America 2015","David Gilmour South America 2015","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0:35:38","N/A","N/A","N/A","N/A"
"20435","David Gilmour Wroclaw 2016","David Gilmour Wroclaw 2016","N/A","N/A","N/A","N/A","N/A","N/A","1","2018-02-18","N/A","N/A","N/A","N/A","0:29:48","N/A","N/A","N/A","N/A"
"2038","David Gilmour: Remember That Night","David Gilmour: Remember That Night","N/A","PG","2007","7.8","David Gilmour: Remember That Night - Live From Royal Albert Hall captures the Pink Floyd guitarist playing a number of that band's most well known songs along with selections from his solo album On An Island. A number of special guest stars play with him over the course of the evening including David Bowie, and Graham Nash. - Perry Seibert, All Movie Guide","Music","1","2019-06-04","N/A","2007-09-06","N/A","N/A","2:32:17","N/A","David Bowie - David Crosby - David Gilmour","N/A","N/A"
